name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,founded_month,founded_year
aioTV Inc.,News,9000000,operating,USA,CO,Denver,Greenwood Village,2,2010-01-01,2011-10-01,2012-11-19,0,9000000,0,0,0,0,0,0,0,0,0,0,0,1000000,8000000,0,0,0,0,0,0,1,0
Aipai,Photography,44800000,operating,CHN,Unknown,Guangzhou,Guangzhou,3,,2007-04-01,2014-08-21,0,44800000,0,0,0,0,0,0,0,0,0,0,0,2000000,4800000,38000000,0,0,0,0,0,0,0
Air Button,,41250,operating,Unknown,Unknown,Unknown,Unknown,1,,2014-07-01,2014-07-01,41250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Ion Devices,Hardware + Software,2380000,operating,USA,CA,SF Bay Area,Martinez,2,1981-01-01,2009-04-17,2013-10-21,0,2380000,0,0,0,0,0,0,0,0,0,0,0,0,0,1880000,0,0,0,0,0,1,0
Air Robotics,Manufacturing,125000,operating,USA,WV,"Charleston, West Virginia",Charleston,1,,2011-06-10,2011-06-10,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Semiconductor,Semiconductors,10000000,closed,GBR,Unknown,Swindon,Swindon,1,2006-05-15,2006-04-11,2006-04-11,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,5,0
Air2Web,Mobile,25000000,acquired,USA,GA,Atlanta,Atlanta,1,1999-01-01,2006-09-26,2006-09-26,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airband Communications Holdings,Mobile,39948530,operating,USA,TX,Dallas,Dallas,8,2000-01-01,2008-06-01,2012-12-19,0,35828730,0,0,0,4119800,0,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,1,0
Airbiquity,Wireless,35419873,operating,USA,WA,Seattle,Seattle,2,1997-01-01,2008-01-01,2012-09-13,0,35419873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,1,0
Airbnb,Travel,794820000,operating,USA,CA,SF Bay Area,San Francisco,6,2008-08-01,2009-01-01,2014-04-16,620000,794200000,0,0,0,0,0,0,0,0,0,0,0,7200000,112000000,200000000,475000000,0,0,0,0,8,0
Airborne Media Group,Advertising,4238225,operating,USA,CO,Grand Junction,Durango,3,2010-01-01,2012-04-27,2013-08-02,0,3948225,0,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airborne Mobile,Mobile,2500000,acquired,CAN,QC,Montreal,Montral,2,,2009-01-12,2009-04-27,0,2500000,0,0,0,0,0,0,0,0,0,0,0,2000000,500000,0,0,0,0,0,0,0,0
Airborne Technology,,2500000,operating,Unknown,Unknown,Unknown,Unknown,2,,2009-01-01,2009-04-01,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AirCast Mobile,Music,250000,operating,USA,IL,Chicago,Chicago,2,,2011-05-01,2013-11-01,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AirCell,Messaging,276108581,operating,USA,IL,Chicago,Itasca,3,2005-02-03,2010-01-21,2011-02-06,0,65108581,0,0,0,0,0,0,0,211000000,0,0,0,0,0,0,65108581,0,0,0,0,2,0
Aircell Holdings,,65108581,operating,USA,IL,Chicago,Itasca,1,,2009-12-31,2009-12-31,0,65108581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AirClic,Transportation,27500000,acquired,USA,PA,Philadelphia,Feasterville Trevose,2,1999-01-01,2000-03-28,2007-02-20,0,27500000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,12500000,0,0,0,0,0,1,0
Aircrm,,43859,operating,BRA,Unknown,Sao Paulo,So Paulo,1,2013-01-01,2013-08-01,2013-08-01,43859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aircuity,Clean Technology,12500000,operating,USA,MA,Boston,Newton,3,2000-01-01,2008-09-30,2013-07-25,0,12500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirDroids,Hardware + Software,929212,operating,USA,DC,"Washington, D.C.",Washington,1,2013-11-01,2014-03-17,2014-03-17,0,0,0,0,0,0,0,0,0,0,0,0,929212,0,0,0,0,0,0,0,0,11,0
Airec,Manufacturing,4672932,operating,SWE,Unknown,Malmo,Malm,1,,2011-03-17,2011-03-17,0,0,0,4672932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aireon,Public Transportation,50000000,operating,USA,VA,"Washington, D.C.",Mclean,1,,2014-02-18,2014-02-18,0,0,0,0,0,0,0,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aires Pharmaceuticals,Biotechnology,20000000,acquired,USA,CA,San Diego,San Diego,1,2006-12-01,2010-11-11,2010-11-11,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,12,0
Aireum,Analytics,3488033,operating,USA,CA,SF Bay Area,Palo Alto,2,2012-07-01,2013-06-28,2014-08-01,0,3488033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Airex Energy,Biomass Power Generation,3000000,operating,CAN,QC,Montreal,Laval,1,,2014-06-10,2014-06-10,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airgain,Mobile,10800000,operating,USA,CA,San Diego,Carlsbad,3,2003-01-01,2005-07-15,2009-06-22,0,10800000,0,0,0,0,0,0,0,0,0,0,0,0,0,1900000,0,0,0,0,0,1,0
AirInSpace,Manufacturing,8500000,operating,NLD,Unknown,NLD - Other,Unknown,1,,2007-10-08,2007-10-08,0,8500000,0,0,0,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0,0,0
Airizu,Online Rental,2000000,operating,Unknown,Unknown,Unknown,Unknown,1,,2011-07-20,2011-07-20,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0
AirKast,Sports,750000,operating,USA,CA,SF Bay Area,Cupertino,1,2007-01-01,2011-06-13,2011-06-13,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirMedia,Content Syndication,2900000,operating,USA,CA,Los Angeles,Culver City,2,2014-01-01,2014-06-10,2014-10-17,2000000,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirNet Communications,Telecommunications,6000000,operating,USA,FL,Florida's Space Coast,Melbourne Beach,1,1974-01-01,2005-11-08,2005-11-08,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirPatrol Corporation,Wireless,3675000,acquired,USA,MD,Baltimore,Columbia,1,2006-01-01,2011-04-20,2011-04-20,0,0,0,0,0,3675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airpersons,Messaging,700000,operating,Unknown,Unknown,Unknown,Unknown,3,2012-01-01,2011-01-01,2012-09-01,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airphrame,Sensors,4249998,operating,USA,CA,SF Bay Area,San Francisco,2,2012-06-17,2013-05-17,2014-07-16,0,4249998,0,0,0,0,0,0,0,0,0,0,0,4249998,0,0,0,0,0,0,0,6,0
airpim,Software,659783,operating,Unknown,Unknown,Unknown,Unknown,1,2009-10-20,2010-10-20,2010-10-20,0,0,0,0,0,0,0,659783,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
AirPOS,E-Commerce,610131,operating,GBR,Unknown,Belfast,Belfast,3,2009-05-05,2009-09-02,2012-01-11,379147,230984,0,0,0,0,0,0,0,0,0,0,0,230984,0,0,0,0,0,0,0,5,0
Airpost.io,Cloud Data Services,28000,operating,USA,CA,SF Bay Area,San Francisco,1,,2013-02-01,2013-02-01,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airpowered,,2175000,operating,USA,FL,Orlando,Tavares,1,,2009-02-20,2009-02-20,0,2175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AirPR,Public Relations,5000000,Unknown,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2012-09-25,2014-05-05,0,5000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,1,0
Airpush,Advertising,400000,operating,USA,CA,Los Angeles,Los Angeles,1,2010-12-01,2011-01-03,2011-01-03,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
AirSage,Public Transportation,6000000,operating,USA,GA,Atlanta,Atlanta,1,2000-05-01,2006-12-06,2006-12-06,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
AirSense Wireless,Wireless,2502038,operating,GBR,Unknown,London,London,1,2010-06-01,2011-09-29,2011-09-29,0,2502038,0,0,0,0,0,0,0,0,0,0,0,2502038,0,0,0,0,0,0,0,6,0
Airship Ventures,Public Transportation,10500000,operating,USA,CA,CA - Other,Moffett Field,2,2007-01-01,2008-05-09,2009-03-01,0,10500000,0,0,0,0,0,0,0,0,0,0,0,8000000,2500000,0,0,0,0,0,0,1,0
Airside Mobile,Transportation,450000,operating,USA,VA,"Washington, D.C.",Arlington,2,2009-05-01,2009-05-01,2010-12-01,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
AirSig Technology,Internet,2000000,operating,TWN,Unknown,Taiwan,Taipei,1,2014-04-25,2014-09-02,2014-09-02,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
AIRSIS,Software,2000000,operating,USA,CA,San Diego,San Diego,2,1998-01-01,2005-12-30,2007-01-01,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airspan,Web Hosting,10000000,operating,USA,FL,Palm Beaches,Boca Raton,1,1992-01-01,2009-09-02,2009-09-02,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,1,0
Airspan Networks,Mobile,76636000,operating,USA,FL,Palm Beaches,Boca Raton,6,1992-01-01,2009-10-14,2014-10-15,0,76636000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,58636000,8000000,0,0,0,1,0
Airstone,Big Data,2511000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,2511000,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airstrip Technologies,Health Care,65000000,operating,USA,TX,San Antonio,San Antonio,4,2004-01-01,2010-08-24,2014-08-26,0,65000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airsynergy,Clean Technology,2573200,operating,Unknown,Unknown,Unknown,Unknown,1,,2014-02-27,2014-02-27,0,2573200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIRTAME,Wireless,1260000,operating,DNK,Unknown,Copenhagen,Copenhagen,1,2013-09-01,2014-01-22,2014-01-22,0,0,0,0,0,0,0,0,0,0,0,0,1260000,0,0,0,0,0,0,0,0,9,0
Airtasker,Mobile,3380000,operating,AUS,Unknown,Sydney,Sydney,2,2012-02-21,2012-04-01,2013-11-25,2000000,0,0,0,0,0,1380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
AirTight Networks,Wireless,46750000,operating,USA,CA,SF Bay Area,Mountain View,4,2002-01-01,2004-11-15,2013-07-15,0,46750000,0,0,0,0,0,0,0,0,0,0,0,10250000,12000000,14500000,10000000,0,0,0,0,1,0
Airtime,Messaging,33458625,operating,USA,NY,New York City,New York,4,2011-01-01,2010-09-13,2012-06-11,0,32958625,0,0,0,500000,0,0,0,0,0,0,0,0,32958625,0,0,0,0,0,0,1,0
AirTouch Communications,Mobile,17506428,operating,USA,CA,Anaheim,Newport Beach,2,2004-01-01,2011-04-28,2011-08-30,0,12000000,0,0,0,0,0,0,5506428,0,0,0,0,12000000,0,0,0,0,0,0,0,1,0
Airu,E-Commerce,2500000,operating,BRA,Unknown,Sao Paulo,So Paulo,1,2011-11-11,2013-05-22,2013-05-22,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
AIRVEND,Software,1200000,operating,USA,UT,Salt Lake City,Provo,1,2012-01-01,2014-01-02,2014-01-02,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirWalk Communications,Mobile,46999996,operating,USA,TX,Dallas,Richardson,6,2002-01-01,2006-10-16,2011-07-25,0,43999996,0,0,0,3000000,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,1,0
Airware,Aerospace,40420000,operating,USA,CA,SF Bay Area,San Francisco,5,2011-05-01,2012-05-01,2014-11-18,3000000,37200000,0,0,220000,0,0,0,0,0,0,0,0,12200000,25000000,0,0,0,0,0,0,5,0
AirWare Lab,Biotechnology,65000,operating,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2013-07-25,2013-07-25,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirWatch,Mobile,225000000,acquired,USA,GA,Atlanta,Atlanta,2,2003-01-01,2013-02-24,2013-05-16,0,225000000,0,0,0,0,0,0,0,0,0,0,0,225000000,0,0,0,0,0,0,0,1,0
Airwavz Solutions,Software,1024999,Unknown,USA,NC,Raleigh,Durham,1,2013-01-01,2014-02-19,2014-02-19,0,1024999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airway Therapeutics,Biotechnology,5100000,operating,USA,OH,Cincinnati,Cincinnati,2,,2011-06-06,2014-09-10,500000,4600000,0,0,0,0,0,0,0,0,0,0,0,4600000,0,0,0,0,0,0,0,0,0
Airwide Solutions,Software,32559918,acquired,USA,MA,Boston,Burlington,2,2004-01-01,2006-01-25,2009-04-23,0,32559918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,7559918,0,0,0,1,0
AirXP,Curated Web,1000000,operating,USA,CA,SF Bay Area,Palo Alto,1,2012-01-01,2013-03-14,2013-03-14,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AirXpanders,Biotechnology,57926567,operating,USA,CA,SF Bay Area,Mountain View,10,2006-01-01,2006-12-29,2014-09-10,0,29230877,0,0,0,7000000,0,0,21695690,0,0,0,0,0,0,0,1080000,9949305,0,0,0,1,0
Airy Labs,Games,1500000,operating,USA,CA,SF Bay Area,Palo Alto,2,2011-04-01,2011-06-07,2011-08-03,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
AIS,,50000,operating,USA,TN,Memphis,Memphis,1,,2013-05-13,2013-05-13,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aisle411,Android,9740000,operating,USA,MO,St. Louis,St Louis,5,2008-01-01,2010-11-22,2013-09-04,1050000,6340000,0,0,0,0,2350000,0,0,0,0,0,0,6340000,0,0,0,0,0,0,0,1,0
Aisle50,Coupons,5200000,operating,USA,IL,Chicago,Chicago,2,2010-11-01,2012-01-05,2013-08-08,0,5200000,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,0,0,0,0,0,11,0
AisleBuyer,iPhone,11500000,acquired,USA,MA,Boston,Boston,2,2009-01-01,2010-11-23,2011-06-13,0,7500000,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0,1,0
Aislelabs,Analytics,1500000,operating,CAN,ON,Toronto,Toronto,1,2013-10-01,2014-03-19,2014-03-19,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
AIT,Pharmaceuticals,1250000,operating,ISR,Unknown,Tel Aviv,Petah Tiqwa,1,2011-01-01,2012-12-05,2012-12-05,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AIT Bioscience,Biotechnology,1000000,operating,USA,IN,Indianapolis,Indianapolis,1,2009-01-01,2014-01-07,2014-01-07,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
aitainment,Games,816000,acquired,DEU,Unknown,Bremen,Bremen-vegesack,1,,2007-04-26,2007-04-26,816000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aito BV,Interface Design,2711993,operating,NLD,Unknown,NLD - Other,Zaanstad,1,,2014-06-18,2014-06-18,0,2711993,0,0,0,0,0,0,0,0,0,0,0,0,2711993,0,0,0,0,0,0,0,0
Aito Technologies,Software,3403750,operating,FIN,Unknown,Helsinki,Espoo,1,2006-11-01,2007-08-24,2007-08-24,3403750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
Aivo,Artificial Intelligence,350000,operating,ARG,Unknown,"Cordoba, ARG",Crdoba,1,2011-06-01,2013-12-15,2013-12-15,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Aivvy Inc.,Human Computer Interaction,500000,operating,Unknown,Unknown,Unknown,Unknown,1,,2014-06-19,2014-06-19,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJ Consulting,Consulting,100000,operating,USA,NY,New York City,New York,1,2010-01-01,2010-01-01,2010-01-01,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AJ Tech,Clean Technology,1250000,operating,FRA,Unknown,FRA - Other,Gurande,1,,2008-04-30,2008-04-30,0,1250000,0,0,0,0,0,0,0,0,0,0,0,1250000,0,0,0,0,0,0,0,0,0
Ajahn,Education,100000,operating,IND,Unknown,Hyderabad,Hyderabad,1,2013-01-01,2014-01-18,2014-01-18,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ajaline,,1050000,operating,USA,NY,New York City,Brooklyn,1,2010-01-01,2010-11-18,2010-11-18,0,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AJAX Street,Software,25000,operating,USA,PA,Pittsburgh,Pittsburgh,1,,2008-01-01,2008-01-01,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajungo,Travel,200000,operating,USA,PA,Philadelphia,Philadelphia,1,2011-01-11,2014-06-18,2014-06-18,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akademos,Education,5500000,operating,USA,CT,Hartford,Norwalk,3,1999-01-01,2009-08-10,2011-04-13,0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akamedia,News,2000000,operating,FRA,Unknown,Clermont-ferrand,Clermont-ferrand,1,2003-04-07,2008-03-27,2008-03-27,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,4,0
AKAMON ENTERTAINMENT,Games,5045650,operating,ESP,Unknown,Barcelona,Barcelona,3,2011-07-15,2011-07-01,2014-05-25,1000000,4045650,0,0,0,0,0,0,0,0,0,0,0,4045650,0,0,0,0,0,0,0,7,0
Akanoo,Predictive Analytics,500000,operating,Unknown,Unknown,Unknown,Unknown,1,2013-05-01,2013-01-01,2013-01-01,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
AkaRx,Biotechnology,26100000,acquired,USA,NJ,Newark,Paramus,1,2005-01-01,2010-01-07,2010-01-07,0,26100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akashi Therapeutics,Biotechnology,1500000,operating,USA,MA,Boston,Cambridge,1,,2014-07-03,2014-07-03,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akatsuki,Games,14000000,operating,Unknown,Unknown,Unknown,Unknown,1,2010-01-01,2014-05-21,2014-05-21,0,14000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ak?Lex,Healthcare Services,4000000,operating,USA,OR,"Portland, Oregon",Portland,3,2001-01-01,2013-06-26,2014-08-08,0,2500000,0,0,0,0,1500000,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,1,0
Akdemia,Education,205116,operating,PER,Unknown,Lima,Lima,2,2012-07-01,2012-09-01,2014-03-01,205116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Akebia Therapeutics,Biotechnology,83100000,operating,USA,MA,Boston,Cambridge,4,2007-01-01,2009-09-15,2013-06-04,0,83100000,0,0,0,0,0,0,0,0,0,0,0,16000000,26100000,41000000,0,0,0,0,0,1,0
Akella,Software,18705000,closed,RUS,Unknown,Moscow,Moscow,2,1993-01-01,2005-11-01,2010-10-04,0,18705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akeneo,Software,2432351,operating,FRA,Unknown,Nantes,Nantes,2,2013-01-20,2013-07-26,2014-09-23,2432351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akenerji Elektrik Uretim,Clean Technology,83300000,operating,TUR,Unknown,Istanbul,Istanbul,1,1989-01-01,2009-12-22,2009-12-22,0,83300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akermin,Biotechnology,21553364,operating,USA,MO,St. Louis,St Louis,7,2004-01-01,2007-11-12,2013-10-21,0,16651170,0,0,0,1902194,0,3000000,0,0,0,0,0,6500000,0,0,0,0,0,0,0,1,0
AkesoGenX,Health and Wellness,1514985,operating,USA,CO,Denver,Westminster,2,2013-01-01,2013-06-12,2014-01-17,0,1514985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akiban Technologies,Enterprise Software,9728156,operating,USA,MA,Boston,Boston,2,2009-01-01,2009-07-20,2011-04-07,0,9728156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akimbi Systems,Software,8000000,operating,USA,CA,SF Bay Area,San Mateo,1,2004-01-01,2005-11-01,2005-11-01,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,1,0
Akimbo,Personal Branding,36150000,closed,USA,CA,SF Bay Area,San Mateo,5,,2003-06-01,2013-05-26,4650000,31500000,0,0,0,0,0,0,0,0,0,0,0,0,12000000,15500000,4000000,0,0,0,0,0,0
Akimbo Financial,Payments,850000,operating,USA,TX,San Antonio,San Antonio,2,2010-01-22,2012-05-24,2013-05-13,0,0,0,0,0,0,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akimbo LLC,Personal Branding,470000,operating,Unknown,Unknown,Unknown,Unknown,2,2012-02-01,2013-05-26,2014-09-15,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Akira Mobile,,18410,operating,LTU,Unknown,LTU - Other,Unknown,1,,2012-08-01,2012-08-01,18410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira Technologies,Software,2000000,operating,Unknown,Unknown,Unknown,Unknown,1,,2005-03-16,2005-03-16,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0
Akita,Software,27478,operating,IRL,Unknown,Dublin,Dublin,1,2014-01-01,2014-02-23,2014-02-23,27478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akoha,Games,1900000,operating,CAN,QC,Montreal,Montral,1,2006-12-01,2008-04-28,2008-04-28,0,0,0,0,0,0,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Akonia Holographics,,11600000,operating,USA,CO,Denver,Longmont,1,,2012-08-10,2012-08-10,0,11600000,0,0,0,0,0,0,0,0,0,0,0,11600000,0,0,0,0,0,0,0,0,0
Akonni Biosystems,Biotechnology,40255517,operating,USA,MD,Hagerstown,Frederick,9,,2009-12-01,2012-10-02,0,28040517,0,0,0,5000000,0,7215000,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,0
Akorri Networks,Software,53730000,acquired,USA,MA,Boston,Littleton,5,2005-01-01,2005-05-05,2010-03-23,0,53730000,0,0,0,0,0,0,0,0,0,0,0,8430000,15200000,15000000,0,0,0,0,0,1,0
Akosha,Mobile,5200000,operating,IND,Unknown,New Delhi,New Delhi,2,2010-06-01,2011-09-01,2014-07-01,200000,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,6,0
Akredo,Personal Finance,75000,operating,POL,Unknown,Warsaw,Warsaw,1,2014-06-10,2014-03-25,2014-03-25,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Akron Global Business Accelerator,,2500000,operating,USA,OH,Akron - Canton,Akron,1,1983-01-01,2014-09-26,2014-09-26,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akros Silicon,Semiconductors,43653352,operating,USA,CA,Sacramento,Folsom,6,2005-01-01,2005-07-01,2014-05-09,2553484,41099868,0,0,0,0,0,0,0,0,0,0,0,9000000,10100000,0,0,0,0,0,0,1,0
AKSEL GROUP,E-Commerce,500000,operating,USA,NY,New York City,New York,1,2010-01-01,2011-11-07,2011-11-07,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Akshay Wellness,Biotechnology,2797642,operating,USA,NJ,Newark,Princeton,2,2005-01-01,2011-10-07,2013-04-16,0,2797642,0,0,0,0,0,0,0,0,0,0,0,1797641,0,0,0,0,0,0,0,1,0
AKT,Software,100000,operating,USA,NJ,Newark,Iselin,1,,2014-04-01,2014-04-01,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aktana,Analytics,11637424,operating,USA,CA,SF Bay Area,San Francisco,5,2008-01-01,2011-12-01,2013-07-08,0,11637424,0,0,0,0,0,0,0,0,0,0,0,7060000,2517424,0,0,0,0,0,0,1,0
Aktifmob Mobilicious Media Agency,SMS,250000,operating,IDN,Unknown,Jakarta,Jakarta,1,2010-06-12,2010-06-08,2010-06-08,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Aktino,Web Hosting,30200000,acquired,USA,CA,Anaheim,Irvine,2,2003-01-01,2005-05-12,2008-08-17,0,30200000,0,0,0,0,0,0,0,0,0,0,0,0,16000000,14200000,0,0,0,0,0,1,0
AktiVax,Biotechnology,515252,operating,USA,CO,Denver,Aurora,2,2008-01-01,2011-07-22,2012-03-21,0,0,0,0,0,515252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AktiveBay,Health and Wellness,100000,operating,Unknown,Unknown,Unknown,Unknown,1,2013-01-01,2014-02-01,2014-02-01,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aktivito,Weddings,30000,operating,TUR,Unknown,Istanbul,Istanbul,1,2011-10-01,2012-04-07,2012-04-07,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Akumina,,499975,operating,USA,NH,"Manchester, New Hampshire",Nashua,1,,2014-06-20,2014-06-20,0,499975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
